date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201210,-5.0761,-5.0476,-3.7593,-3.1817,-1.4158,-5.9681,-1.8773,-1.4243,-1.5453,-1.0674,-3.6986,0.411,-0.0834,0.5651,-0.2064,-0.9253,0.0323,-0.0678,-0.0806,1.529,-3.3604,-1.2583,-2.8535,-0.3797,3.332
201211,-0.2275,1.6683,0.5015,-0.2723,1.2091,-0.4837,-0.0452,0.722,0.5153,2.6604,2.7445,2.6909,2.7304,2.0494,-0.1694,2.875,2.9674,-0.4441,1.3145,0.646,1.2734,0.5358,-0.4117,-0.3673,-1.4902
201212,0.3245,3.7236,3.9807,4.5567,4.3423,3.5227,3.2361,3.1339,3.8066,5.2643,2.4301,3.8463,1.8656,3.2026,3.6863,2.0637,2.4442,3.0186,3.8697,3.3622,-1.0115,0.3546,1.4453,2.3462,7.2617
201301,6.5479,4.6718,5.716,5.6653,5.6758,7.3921,5.6735,7.6368,7.1568,4.5323,5.4917,6.592,6.1016,7.3299,7.6615,7.3251,6.5177,6.481,8.6228,9.1456,3.63,5.6829,5.7753,6.65,7.3789
201302,-1.9431,0.7331,-0.3236,1.5709,1.7165,0.9288,1.2195,0.724,2.3131,0.3454,0.5013,1.2765,0.9244,2.4533,1.9265,0.622,1.2662,1.8014,0.8325,2.6442,1.1367,1.2782,1.9774,2.2793,0.6829
201303,7.7562,6.3036,4.6387,4.2808,4.3808,5.082,5.3116,3.7992,4.5447,4.6431,4.4964,4.4805,5.5275,3.5,5.3521,3.6945,4.0934,4.2644,5.4427,6.2097,3.9681,3.4227,3.3112,4.8767,3.3622
201304,0.2541,-0.5484,-0.8918,-0.6403,0.6044,-0.8943,-1.8261,-1.2254,-1.5388,1.9428,-2.0533,0.2199,-0.4014,-0.7338,-1.776,1.3445,0.9808,-0.9167,1.9453,0.7327,2.2939,1.2899,1.8917,1.6669,2.7787
201305,7.9628,4.3203,3.8929,6.2726,4.3467,5.4387,4.5172,5.5346,4.6318,8.1601,2.9842,5.9135,4.2341,4.9188,3.9276,4.1472,3.1496,1.8979,3.2214,4.5647,1.23,2.3272,1.373,3.204,9.0115
201306,-0.9627,-0.5118,1.919,1.2434,0.2097,1.7618,-0.0676,-0.352,-1.1957,-0.9325,-0.4105,-0.9728,-1.3102,-0.66,-0.2036,-1.9973,-2.5252,-1.5084,-1.502,-1.248,-2.3737,-0.2771,0.1484,-0.3672,-2.8281
201307,7.0969,10.2718,7.2281,9.0751,7.3754,7.1593,6.3199,6.5014,7.044,8.0651,8.381,7.4917,5.9073,7.7486,9.0644,7.9426,4.7148,6.4994,8.0441,5.0202,6.0688,4.0686,4.7653,4.6897,7.1781
201308,-2.2208,-2.6703,-2.3148,-3.7738,-3.2145,-0.735,-0.6621,-3.2876,-3.8259,-3.6039,-1.688,-1.914,-3.5683,-4.8043,-3.7436,-1.7059,-2.2136,-3.1485,-2.3656,-4.3434,-1.4907,-2.494,-3.6175,-3.6681,-4.5071
201309,7.2811,7.711,7.0797,6.8085,5.9212,7.0629,6.0207,7.513,6.0197,5.6001,5.8044,5.8933,5.6301,5.5022,4.2931,5.6333,5.6099,5.1781,5.7067,3.4424,4.328,2.6218,2.5063,2.588,2.2689
201310,-0.7438,0.7609,2.3107,3.9464,2.7827,0.5487,1.584,1.2953,3.9638,4.4738,3.427,3.8212,3.1659,4.0161,5.6211,2.0958,3.8394,2.7505,4.6517,6.1944,4.8809,4.3778,5.2895,3.3388,3.7182
201311,7.9236,5.2361,5.7754,7.0466,5.076,6.1401,3.6781,3.2878,3.0467,5.7447,2.78,3.3246,3.5778,2.5925,3.9054,2.0902,1.8139,0.8106,-0.4453,3.7509,3.1874,3.5383,1.5842,1.9389,6.287
201312,1.9396,3.4764,2.4533,1.1318,1.4721,2.7701,0.4348,3.7135,1.8188,0.8143,1.6324,3.8368,2.7342,3.6731,2.4417,3.0717,3.6684,2.8419,3.3529,3.417,2.5949,2.3813,3.6064,2.3654,1.852
201401,3.3041,-2.6428,-2.3412,-3.876,-3.1392,0.0742,-2.1095,-5.2824,-4.1056,-6.2867,-0.3971,-3.0433,-4.4667,-2.4671,-2.2337,-2.6143,-3.3175,-0.8402,-5.0601,-3.0153,-4.049,-2.6216,-3.3278,-4.4952,-4.1077
201402,4.8862,3.4417,3.9862,5.6559,4.5919,4.5502,3.4905,6.1506,5.1287,4.1413,6.5535,4.7539,4.1506,6.8811,4.3081,5.8109,5.9948,4.8389,5.4287,5.4335,5.1379,5.0802,2.8961,4.2343,2.4412
201403,-4.8279,1.4286,0.267,1.0239,1.3903,-3.9276,0.0883,1.4635,1.1588,2.343,-4.6867,-0.0689,0.6456,1.3609,2.0133,-2.2999,-0.21,0.201,1.9547,5.1365,-1.413,0.518,2.2786,3.8375,3.5792
201404,-8.5279,-6.7566,-5.5683,-3.2501,-4.3311,-6.6694,-3.1342,-3.0897,-2.0223,-2.0377,-5.6612,-1.8492,-1.6097,-1.4442,-3.1163,-2.9929,-0.8722,0.222,0.0708,-0.5504,1.5486,0.0331,1.5252,1.9387,-2.174
201405,-2.5951,-1.3455,-0.5948,-0.8473,-0.1515,-0.2894,-0.1461,1.5417,-0.5674,-0.1046,1.2637,0.2341,2.4041,0.5608,1.8188,2.8554,1.5496,3.2299,1.1967,1.6337,3.1962,1.4622,2.3273,1.8051,1.2375
201406,5.5645,10.8269,3.5411,4.1017,3.8269,7.5865,6.4696,5.7443,4.9452,5.7527,6.2187,5.2595,3.8356,4.9129,5.0431,4.4438,3.8311,4.0071,3.9109,3.6228,1.1058,1.321,2.3823,3.2713,3.4549
201407,-9.1708,-7.7469,-6.2985,-4.4084,-4.9656,-5.2482,-6.5795,-5.5736,-6.3313,-5.896,-5.7155,-5.5759,-6.1389,-6.4021,-4.2476,-2.2321,-4.4356,-3.2311,-3.8396,-3.8099,-1.6322,-0.8399,-0.5171,-2.6182,-1.3682
201408,2.8224,4.5594,3.0486,4.5738,3.309,5.8072,5.3283,3.875,4.6757,5.1715,6.0665,4.0977,4.7463,5.4887,4.4737,6.1957,4.7064,5.2173,4.0519,4.5408,4.8987,4.4502,2.3417,2.3604,5.1399
201409,-6.9546,-4.4764,-6.9883,-5.6554,-5.7081,-4.9581,-4.3218,-5.4975,-5.2068,-7.95,-2.8909,-6.2538,-4.6494,-6.6746,-7.2001,-3.1932,-3.145,-4.2193,-4.5396,-4.7991,-0.5847,-0.8431,-1.62,-4.0202,-0.1807
201410,6.3009,6.7123,5.8368,7.2271,4.5847,8.3291,6.8808,6.0709,5.5067,4.2276,6.0342,6.0031,3.833,4.0514,4.0571,3.9045,0.4911,3.6154,3.7411,-0.5112,2.327,2.6781,2.0492,-0.0151,1.4951
201411,0.3404,0.2716,-1.303,-1.2854,-2.6297,1.6201,-0.6077,-0.456,-0.9452,-0.8839,2.6206,2.6032,-0.3334,0.0766,0.1135,3.2992,3.0711,3.4978,0.748,-1.9606,3.5656,3.5963,3.3364,-0.2452,0.9892
201412,6.0147,7.2169,5.4971,4.3796,3.9504,0.9928,3.3219,2.8073,2.664,2.8689,1.7993,0.8518,0.4779,1.72,0.2409,0.5545,-0.1189,0.5241,0.8105,0.7273,-1.2631,-1.4041,-0.1407,1.0522,2.3966
201501,-3.4533,-6.6442,-4.7034,-4.8748,-5.223,-1.3078,-4.4908,-4.4711,-4.7477,-7.0903,-0.6325,-1.5358,-3.8884,-4.7783,-5.1496,-1.1619,-2.417,-1.0944,-1.5132,-3.7222,-0.774,-2.6801,-4.1152,-4.1501,-7.7373
201502,4.166,7.0176,6.2411,5.2156,5.4832,7.2962,8.8607,6.5771,5.7144,4.82,7.501,8.3191,8.464,6.2137,5.6792,7.5537,7.0591,7.9941,5.3754,7.6508,6.0192,5.9564,6.5708,3.9635,5.8179
201503,-0.9142,2.8095,2.2518,1.9368,1.1643,3.2182,2.4343,0.6803,2.9601,1.0686,0.697,1.0343,1.7006,1.0782,0.9547,0.976,0.6059,1.2698,-0.5418,-0.5256,-1.0825,-2.1364,-2.286,-1.8429,-1.5704
201504,-4.0181,-2.7105,-2.9664,-2.1967,-0.4758,-3.8862,-2.6332,-2.6879,-0.0272,-0.8664,-3.1511,-1.3389,-0.9482,-0.8778,-0.5391,-1.5283,-0.2803,-1.3172,-1.6939,0.5503,0.2144,1.2045,1.3872,3.0755,1.8797
201505,3.4829,5.1954,0.711,0.2181,0.1062,3.0034,4.5503,2.9451,1.0254,0.0574,4.4456,2.3401,2.8958,2.0123,0.6142,2.2254,1.4441,2.7239,1.4267,-0.1522,1.5879,0.5833,1.2388,0.571,1.7018
201506,4.3462,2.2005,2.4301,2.0425,2.1574,1.3405,1.1249,-0.3006,-0.0163,1.4134,0.9317,0.2909,-0.9303,-2.3599,-0.2741,-1.4221,-0.3386,-2.0021,-2.1129,0.1172,-0.413,-3.3882,-1.7147,-3.2897,-0.5646
201507,-5.4393,-1.5933,-4.9974,-5.7923,-6.2055,-0.3374,-1.0897,-0.8822,-4.0194,-4.4022,1.8767,-0.1636,-3.3361,-3.5166,-6.6943,2.3436,0.3378,-0.4924,0.8534,-1.4167,3.1595,3.3836,0.4872,0.0764,0.5138
201508,-8.561,-6.9488,-4.837,-3.5984,-1.2762,-10.0475,-5.4723,-3.2947,-5.3336,-4.4744,-8.0562,-5.3975,-3.5754,-4.9955,-2.4872,-8.1834,-5.2577,-4.8312,-3.3262,-5.6751,-5.9196,-6.5508,-5.5625,-5.3198,-7.6081
201509,-8.5435,-9.2609,-6.1065,-4.0485,-5.9265,-9.6562,-5.1104,-5.0577,-3.2387,-4.8406,-6.2215,-4.0558,-5.1349,-5.7077,-5.4776,-5.7493,-4.075,-4.8112,-2.7628,-4.2141,-1.6941,-2.8834,-1.5106,-1.8205,-5.7124
201510,6.2173,6.7564,5.8458,5.3092,4.4374,3.0249,7.0562,6.3865,5.4885,5.2984,3.9372,6.2835,7.7321,4.8785,7.1957,5.8556,7.4091,7.4321,2.3518,6.487,8.5443,8.6744,8.7673,6.2203,7.5296
201511,5.3163,4.7931,3.0866,2.9927,2.2702,8.183,2.5873,3.0304,5.3146,4.9034,1.8467,2.1666,0.7961,2.9037,2.3323,1.149,0.5821,0.6998,1.5859,1.2133,0.0797,0.1681,-0.287,0.0732,3.2072
201512,-3.7893,-5.643,-4.7739,-5.269,-4.7348,-2.7039,-4.4341,-5.009,-5.5159,-6.5789,-3.3656,-5.0039,-4.6815,-5.9845,-8.9821,-3.2224,-3.041,-4.7001,-5.513,-6.2401,-1.355,-0.9403,-1.4891,-2.1169,-4.3515
201601,-13.3994,-14.534,-9.2626,-6.5315,-7.3582,-17.8334,-6.4415,-8.493,-7.2375,-8.2041,-11.8472,-6.7677,-6.8938,-6.3473,-6.973,-9.928,-6.7685,-6.6294,-6.0822,-8.3789,-6.0423,-3.422,-4.237,-3.5013,-12.0166
201602,-2.7755,0.4946,-0.0466,-1.3633,0.3482,-1.7128,0.5146,1.877,1.146,0.4566,-0.2088,1.2593,2.3735,1.0076,1.7143,1.075,2.0389,-0.009,0.9863,-1.7118,0.2547,-0.2697,1.2584,0.0747,-6.3983
201603,4.0873,8.5327,6.9907,6.9075,6.5046,8.9876,7.0188,8.4038,7.6407,8.5258,5.7485,7.5508,7.8794,10.3535,11.7842,8.12,7.47,9.9554,8.5718,9.1732,6.4941,6.3002,6.6194,7.5043,7.4769
201604,2.972,2.9965,2.7574,1.7368,5.7005,4.9586,0.0317,-0.0037,2.6946,2.9715,0.6334,-0.7287,1.621,3.5433,4.7676,2.0329,0.6865,2.1264,1.6306,4.919,-0.7362,-1.0419,2.5717,2.5395,7.2331
201605,0.9433,2.0414,1.4078,-0.9612,-1.2806,4.0983,2.161,0.7163,2.097,1.3751,3.1406,1.6576,0.5972,0.9596,0.8694,3.3258,1.903,4.6853,1.3654,2.4149,1.7235,2.1308,2.1579,-0.4628,1.8136
201606,-4.3032,-1.4515,-0.9053,1.0292,0.9723,-0.1037,1.2134,-0.7932,-1.7278,-0.2859,0.6938,-2.3787,-0.0816,-0.8369,-1.8235,-0.7419,-1.1663,-1.1771,0.2596,-4.3616,0.0493,0.0084,2.4878,1.1389,-6.6171
201607,4.8209,6.1216,6.8181,4.8519,5.5524,8.1538,6.3546,5.8787,4.8574,6.4123,7.0972,5.2008,6.6359,4.0987,6.0092,5.2238,4.122,3.1595,2.3826,6.3525,5.1766,3.5438,1.6591,1.0321,4.4146
201608,2.813,2.5331,4.1743,4.1786,3.2093,0.1588,3.3894,2.2134,2.9,3.5357,-1.0011,2.3575,3.4298,2.4629,1.678,1.0729,0.6544,2.1225,-0.7217,5.8841,-0.7406,-0.3644,-0.1131,2.4778,4.5893
201609,12.0903,2.8207,4.4079,2.901,1.9174,5.333,1.3799,1.0029,0.9733,0.8382,-0.3652,0.6036,0.3026,1.3784,1.3914,-0.3715,-0.2036,1.059,-0.0195,-0.3156,0.5408,0.2302,0.7705,-2.5855,0.2205
201610,-10.9504,-9.2835,-6.7801,-3.5777,-3.2357,-9.6834,-6.7028,-5.7006,-2.5162,-4.9314,-4.747,-4.7567,-3.0681,-2.719,-3.9312,-3.3217,-1.8948,-0.8978,-2.1072,-0.5216,-2.3928,-1.9482,-2.0389,0.6702,2.3809
201611,7.336,9.5424,13.3538,13.8382,13.513,9.4769,10.3387,13.0933,16.1803,14.3475,5.9895,8.7986,10.24,13.3856,17.1698,3.4193,7.1948,7.0004,7.3108,16.5963,1.0592,3.8052,4.4713,6.4641,14.1219
201612,0.9805,3.7063,2.682,8.0078,4.2934,-2.5492,1.4533,2.4178,4.6447,3.7479,0.5954,1.6087,1.4492,2.1295,2.039,-0.0502,0.1256,1.2784,1.7431,2.0505,1.2818,1.3336,2.2948,3.9759,4.1841
201701,2.0868,-4.3116,-0.2902,-1.7818,0.0019,2.516,1.7691,-0.5334,-2.2133,0.3824,2.3658,1.8717,1.2517,0.1555,0.5139,3.3763,3.7123,1.5711,1.7644,1.5886,3.3933,2.4528,-0.5578,1.2304,-0.2832
201702,3.7229,1.7187,2.1355,0.6099,-1.6446,5.7907,0.815,0.6323,1.4777,1.2645,4.2186,1.5554,0.8826,1.5297,0.319,3.746,2.598,3.1363,1.7693,2.8246,4.7754,3.055,2.2664,3.8962,4.5079
201703,2.7148,3.3904,2.2805,0.815,0.122,3.6002,0.293,-0.8182,-0.7114,-2.0133,1.4461,-0.2488,0.8338,-0.8288,-2.3952,0.6855,-0.0027,0.6212,-0.2041,-3.4389,1.4449,0.3273,-0.6042,-1.2403,-3.1086
201704,3.2022,0.5141,0.7844,2.3845,0.0452,4.0822,1.2138,1.0646,1.548,0.4283,1.8594,1.2311,1.5389,-0.1365,-2.5911,1.9999,1.4753,0.275,-0.3043,-0.8646,1.8933,1.9065,0.4494,-0.3939,-0.7595
201705,-2.0808,-3.2942,-1.967,-2.6935,-3.2943,0.2327,-0.9129,-2.3197,-4.284,-4.1444,1.712,-0.6143,-2.522,-2.156,-4.2584,1.7788,-0.5537,0.2405,-0.3054,-3.0091,2.8559,2.1753,0.5136,-0.2473,-2.1792
201706,9.4004,8.7196,4.9035,3.821,4.4611,6.1472,2.7947,3.1858,3.0219,4.1254,2.5692,2.1792,2.793,2.2748,3.414,1.5058,1.5844,1.3003,2.5497,3.9372,-0.4619,0.2499,-0.6312,2.2496,5.1861
201707,-0.8589,-2.8428,-0.8552,-0.801,-0.1249,-0.2083,0.7061,0.8531,1.3819,2.275,0.9407,0.6122,1.5905,0.184,2.6142,1.655,1.3421,0.9707,2.894,2.067,2.5863,2.2531,1.4949,2.1882,2.2904
201708,-0.8183,-0.2393,-1.7991,-1.9869,-1.3833,-0.7164,-1.2044,-1.8427,-3.0301,-3.8663,0.823,-1.8883,-2.0483,-0.6197,-3.2066,0.9905,0.0889,-0.3493,-1.6615,-2.2476,2.092,-0.0321,-0.4195,-0.0199,-1.678
201709,7.0229,6.0087,10.267,9.7475,9.083,5.6242,6.5061,8.9661,9.2934,6.98,2.4952,4.8942,6.7246,6.5092,5.4912,3.0249,3.8223,4.5504,3.4414,5.7385,1.0122,1.3614,3.7106,2.813,5.0854
201710,-3.6035,-2.4495,2.999,0.0114,0.9484,0.2335,1.494,0.428,-0.1475,0.9225,2.5455,1.6765,1.6327,0.5599,3.5402,2.6312,3.435,1.836,-0.3758,2.0675,4.2493,0.7418,2.1591,1.2064,4.2421
201711,1.5729,4.6128,2.5785,2.0901,4.029,2.1856,3.3552,2.6579,2.2264,1.36,3.8159,3.6544,3.2922,3.4201,3.6834,4.8405,4.7755,4.3563,3.2284,4.8616,3.2434,2.3705,4.6568,2.8178,2.4124
201712,1.3687,0.146,-0.4591,-1.3883,0.1551,0.0474,2.3452,-1.681,-0.1101,0.2942,1.071,0.0421,0.1161,-1.2781,0.4002,0.4122,0.7445,0.6111,1.1047,3.6209,1.0032,1.5637,1.4632,1.18,1.2058
201801,3.5654,2.93,2.5563,2.7154,0.6733,3.1989,2.2512,2.8393,2.2348,2.0348,5.0871,3.5456,3.6392,3.6246,2.3094,5.1197,5.6637,4.5639,3.4902,1.6611,8.1074,5.2743,5.0539,4.2435,6.0332
201802,-2.1283,-2.0574,-4.2474,-3.3146,-3.7611,-3.9807,-1.9719,-4.2102,-3.7052,-3.9324,-2.9935,-3.6614,-5.0195,-4.4309,-4.6526,-3.228,-4.9332,-3.632,-4.667,-4.4925,-1.3863,-4.9183,-5.1658,-5.6261,-1.9831
201803,2.8646,-0.9477,0.7488,2.7235,2.5746,2.0735,0.4519,1.1712,1.3847,0.8733,2.1509,1.1957,-1.1031,1.5985,0.4396,-0.3929,0.2536,-0.1536,0.6775,0.4637,-2.7975,-3.9761,-1.2527,-1.6636,-4.6412
201804,0.2697,4.6797,0.727,1.1392,1.2147,0.2333,1.3755,1.1168,0.8537,4.7162,-0.195,0.3348,-2.0087,1.3173,-0.0078,-0.0454,-0.5288,-0.948,-0.532,2.2344,0.2422,0.9675,1.315,0.6455,-0.1006
201805,14.5777,10.1143,7.6709,6.3978,6.3747,8.4785,6.8226,7.1224,7.2472,3.8103,6.2185,5.2232,4.531,5.3778,4.6804,4.1514,4.5672,2.4547,1.943,1.7657,4.3877,2.3299,0.9239,0.4183,-1.5961
201806,3.7,2.9253,0.4519,1.0932,1.9204,1.2844,4.6387,-0.2093,-1.2053,1.2422,-0.3634,0.749,0.0599,-0.0969,-1.3335,1.5624,1.3244,-0.4191,-0.9957,-0.5256,0.9436,1.2194,-0.0322,0.5141,-2.351
201807,-1.0455,-0.7197,1.0937,-0.2067,-0.0165,1.4532,3.8825,3.6781,0.6118,2.8071,1.2503,2.7288,2.1029,2.4366,-0.5292,2.3644,3.0829,2.4877,1.3779,2.9086,2.9769,5.2021,3.562,3.483,5.6013
201808,4.7923,8.0309,2.7648,1.5987,2.8118,7.7813,4.9497,4.0248,2.1981,2.5504,6.4986,5.0401,2.7887,2.3492,4.3948,7.3844,3.0922,-0.6421,0.9253,-0.9089,6.2655,1.956,1.9223,0.6375,1.3586
201809,-2.8441,-0.6745,-4.0935,-3.3188,-2.4181,-1.6413,-1.3524,-3.509,-3.5378,-1.483,-1.9252,-1.2287,-2.1672,-3.9404,-2.4274,-0.9068,0.3552,-1.8178,0.1326,-0.1933,0.9463,1.2684,-0.3348,-0.9389,-1.6457
201810,-13.5215,-15.5259,-10.9027,-9.1946,-8.6519,-12.6724,-12.0894,-12.3371,-11.2467,-8.3697,-13.343,-10.6696,-8.5633,-7.87,-8.9386,-9.6154,-9.9403,-8.402,-6.7429,-9.2492,-8.8962,-4.9594,-4.8326,-4.7949,-7.5416
201811,-1.5152,0.299,-0.1806,0.256,-3.5715,3.3471,1.8302,2.8012,2.0065,0.5028,0.4686,2.3467,2.8172,2.1228,-0.5705,2.6352,1.9003,3.5374,-0.5676,5.2197,0.8289,3.1364,2.0209,2.7367,0.3229
201812,-13.806,-13.7258,-11.4912,-11.3527,-12.4939,-12.3198,-11.1785,-11.8332,-12.5595,-11.9782,-11.1758,-10.9152,-11.6721,-12.0029,-14.6235,-10.101,-11.3226,-10.813,-12.3664,-12.8479,-8.4588,-7.1948,-10.0614,-10.4916,-12.7582
201901,12.3427,11.0726,9.8639,8.7202,10.934,10.7996,11.0927,9.8781,10.2984,10.666,14.3159,10.1783,11.5542,10.844,14.0946,11.3018,10.4075,10.6967,11.9997,12.1671,8.1274,6.3757,10.1947,6.4627,13.1555
201902,8.0461,5.5639,6.3393,5.0022,4.7486,6.3418,6.89,5.8302,5.0553,0.9911,6.6263,6.0306,4.8124,3.8442,2.2877,7.0518,4.9074,3.1004,2.2951,3.1536,3.8916,2.8723,3.9167,1.3285,1.7422
201903,0.989,-1.0001,-2.8046,-5.4001,-3.7271,-0.3945,-1.284,-2.9659,-6.1177,-2.8559,-1.328,-1.9269,-0.8435,-1.9565,-3.5996,1.796,0.9373,-0.6084,-0.5349,-3.1665,3.2692,1.8513,0.1887,-0.7163,-3.1783
201904,0.7129,1.4767,2.2295,4.0318,1.7551,3.3599,1.5311,3.6168,3.7756,3.4597,3.1947,4.6088,6.8872,5.6957,3.7548,3.2165,4.0161,4.2844,5.2871,4.5469,4.3917,3.1275,3.6341,5.2281,8.9563
201905,-5.9197,-5.0277,-7.7828,-8.8885,-8.1428,-8.8707,-7.5509,-7.6881,-10.4497,-10.7127,-5.4001,-8.2033,-7.7043,-8.7436,-9.8356,-5.5611,-7.7144,-7.3369,-8.9526,-7.9439,-6.8928,-5.5512,-4.9835,-8.213,-8.7528
201906,7.0735,6.5854,4.6369,6.7514,4.7581,8.8701,8.6072,8.7573,6.7487,6.7122,9.5661,8.5183,7.5584,6.5947,6.5928,7.1514,9.5575,9.3338,7.4507,6.8096,7.6863,5.7902,6.1146,6.6409,7.9545
201907,-3.1258,-1.3235,-1.2785,-1.8429,-2.1091,-2.7946,1.0715,0.8134,1.0788,-0.206,2.7938,1.7777,0.6505,-0.0583,1.3426,2.0371,1.4096,1.8027,-0.0787,-0.0257,1.5629,1.9377,1.6068,1.0204,2.1164
201908,-4.08,-5.6437,-7.3534,-6.6778,-8.716,-0.7409,-6.9259,-4.6348,-5.7619,-10.3266,-5.5241,-4.6257,-5.0816,-7.2652,-10.2126,-2.0363,-4.5451,-5.3894,-4.6217,-8.1853,-0.2367,-2.3101,-3.0445,-3.875,-7.8637
201909,-3.487,0.0304,3.5213,5.4893,7.612,-1.5319,2.121,3.8731,5.5229,4.1158,-3.242,1.3086,2.8166,6.4351,6.4148,-3.2023,2.9781,5.1726,6.2974,5.0451,0.4124,1.5308,2.9621,4.8931,4.7461
201910,0.6046,0.0714,1.0479,1.0556,-0.5219,3.7111,4.7036,1.4648,2.6288,1.8663,3.606,2.5409,1.9789,2.8874,0.372,2.7965,1.4512,-0.1499,-0.2386,-3.1923,3.0215,1.8109,2.6133,2.0998,2.1888
201911,7.9752,5.6208,3.5631,3.5506,4.0924,8.4322,3.4769,3.1863,3.6647,1.6285,7.1647,2.968,1.6787,5.1335,3.7462,7.6242,4.2888,2.8961,2.764,3.8311,3.8883,4.5384,2.2223,3.2125,4.1209
201912,3.8862,12.6059,2.7993,4.6594,7.2269,3.9925,1.8723,6.2277,2.4827,7.16,0.2188,3.2658,4.0034,2.0562,3.3238,-0.4646,3.2897,3.4841,2.8491,5.8578,3.6688,1.566,2.5247,3.2753,2.9788
202001,-1.3667,-3.1481,-4.5995,-5.9299,-9.9657,-2.4339,-2.278,-5.849,-6.1912,-9.2808,-1.1815,-1.1648,-2.5066,-5.0258,-8.5386,1.0712,-2.1766,-1.6614,-2.9078,-3.4023,2.461,0.4969,-0.7311,-5.5382,-3.0182
202002,-6.0697,-4.2778,-4.3685,-8.5408,-8.5205,-7.5396,-8.2619,-10.8665,-9.8765,-11.0364,-6.5626,-6.9085,-11.414,-8.6399,-11.4194,-6.6382,-7.0776,-9.4526,-10.6067,-13.3236,-7.0089,-8.0341,-9.1094,-11.0157,-11.0256
202003,-21.4445,-15.2449,-21.8891,-26.5469,-27.6314,-19.7621,-19.3,-21.708,-24.0146,-32.2487,-18.1079,-18.3463,-18.203,-26.9527,-31.2463,-12.1936,-17.9353,-20.299,-33.2024,-32.4771,-7.7776,-11.1605,-16.1078,-20.5614,-29.996
202004,24.6779,20.1367,15.0043,11.0667,15.65,19.3266,12.6204,12.4026,10.3269,26.3008,17.6989,13.0291,10.3601,14.7946,19.4803,16.5488,13.671,12.875,16.6285,17.4422,14.0871,13.804,9.8372,10.6413,16.7225
202005,12.1994,6.5318,6.199,4.4049,4.3258,10.1687,7.323,3.6503,1.611,7.0458,12.6546,8.882,5.1264,4.6922,1.641,10.9708,8.5401,5.9835,3.5333,1.9026,5.6396,5.5252,3.5971,1.0429,5.5976
202006,10.7297,2.1913,6.5405,4.4576,6.2078,5.3938,2.8888,3.8632,3.4064,2.4583,4.7272,1.1748,-0.0094,4.441,0.1295,2.2766,0.6787,-1.0334,2.1407,1.8658,5.0962,-0.8762,-0.3663,-1.8927,3.5332
202007,0.642,0.1448,3.3145,-0.6515,3.7224,0.7057,3.5651,3.2922,1.5165,3.0645,1.2792,3.7941,2.6457,3.7579,4.0242,5.9818,7.5968,6.4259,2.6287,2.266,7.7616,5.4088,4.32,1.7876,2.9417
202008,3.0099,6.5511,4.1988,5.5097,5.9987,7.81,6.8622,4.287,2.9192,9.1623,8.4821,5.2205,3.2032,5.6891,3.6111,4.2091,3.5822,4.64,5.7485,3.7762,10.8157,6.2953,2.4304,2.6434,3.4831
202009,-1.6193,-1.2874,-4.2537,-3.5087,-3.1869,0.4808,-4.7642,-5.1324,-6.8687,-5.253,-3.083,-1.3016,-4.3134,-3.3387,-6.7967,0.909,-2.6645,-3.5014,-3.0206,-4.4416,-4.5527,-3.4242,-1.2523,-4.67,-6.1118
202010,-2.2465,-1.5312,-0.1675,3.1268,1.3537,-2.4196,4.0365,2.6865,5.7317,6.1105,2.9944,2.1353,2.9064,4.9118,7.712,1.3565,1.8118,1.8801,1.9523,1.6208,-4.5803,0.185,-0.0869,-2.2682,0.9883
202011,25.3269,21.8288,19.7047,20.4751,24.2949,21.4923,18.6468,18.6228,19.4014,18.4031,20.5817,17.118,15.0555,16.6408,22.6099,13.7144,12.8315,15.9609,16.2055,20.2193,10.7126,9.4938,14.4605,16.0806,21.978
202012,12.7075,7.5806,9.4971,8.3636,7.4247,11.1801,10.2698,8.4773,8.8012,7.0897,12.279,8.7182,6.8997,9.1572,8.8013,6.919,5.8879,4.7273,7.8562,5.1531,5.297,1.7838,3.418,3.2197,8.0465
202101,16.3507,14.3185,7.929,7.2574,40.7215,12.1333,5.0399,8.1537,4.2039,8.5331,2.4341,0.9579,2.5027,1.7712,3.7068,-0.207,0.6742,-0.2155,2.4656,1.9749,-0.9477,-0.3844,-2.0951,0.8256,1.0989
202102,9.0335,5.9056,10.4974,11.4966,-3.1854,3.9416,8.8313,9.0869,11.6624,9.3689,0.1372,7.7733,8.2245,12.3679,14.2858,3.475,5.3391,9.1333,12.2373,12.6722,-0.6013,3.2736,6.7689,8.3882,14.3221
202103,-5.0924,1.1965,2.0749,6.1428,11.5952,-5.2298,-0.8036,2.3836,4.7201,7.5352,-4.7523,2.5244,4.9867,5.8852,6.9717,-1.9502,4.1918,3.8556,5.3175,6.5577,1.8242,4.9932,5.9902,7.3866,6.1788
